Method,"X(mean 100, var 10)","Y(mean 110, var 15)","X(mean = 1, var =2)","Y (mean = 3, var = 1.4)","X(mean = 0.54, var = 0.019)","Y(mean = 0.7, var = 0.016)"
Difference Sampling,98.61677138,106.8170604,1.34,3.07,0.558500406,0.660833754
Difference Sampling,103.9113445,113.0201681,-0.34,0.76,0.539332094,0.715292652
Difference Sampling,105.0676353,117.8455361,1.66,3.56,0.69662319,0.824575526
Difference Sampling,101.8620133,109.3836155,1.78,3.12,0.703089675,0.892849927
Difference Sampling,100.209234,107.0970827,0.71,4.51,0.651108397,0.767810263
Difference Sampling,96.94637754,107.0618669,-0.60,2.16,0.508430885,0.695296744
Difference Sampling,99.65045914,108.9486316,3.42,4.84,0.599927217,0.712348067
Difference Sampling,98.62924298,108.931081,0.96,3.64,0.525140322,0.76308062
Difference Sampling,99.65700939,109.2584752,0.48,2.67,0.661482249,0.836566864
Difference Sampling,106.6474612,115.7138523,1.50,3.08,0.564842953,0.662762749
Difference Sampling,103.050675,114.3171433,1.17,3.80,0.472586976,0.73007287
Difference Sampling,106.9412031,117.7331026,0.16,2.28,0.391617256,0.521842158
Difference Sampling,105.2208896,116.3549629,-0.22,1.34,0.542192692,0.771528793
Difference Sampling,97.37760954,109.0753967,2.77,4.37,0.615667965,0.79594603
Difference Sampling,98.22481448,108.9921693,-0.52,1.08,0.296466351,0.44163276
Difference Sampling,99.48445175,106.5259737,-0.73,2.32,0.449602504,0.642411119
Difference Sampling,99.99287944,109.1276314,1.08,2.48,0.59948064,0.791294241
Difference Sampling,101.7984911,115.9127817,1.82,3.65,0.485007134,0.643718175
Difference Sampling,99.04730484,109.6598924,2.34,3.81,0.580499797,0.762319126
Difference Sampling,100.599618,111.3991058,1.13,2.44,0.585903271,0.712414656
Difference Sampling,101.5365715,110.2356375,-1.23,1.26,0.427344693,0.680267709
Difference Sampling,98.5753519,108.7800009,1.56,3.99,0.570007332,0.708202034
Difference Sampling,102.5093128,113.8912743,2.44,3.66,0.716973101,0.843409491
Difference Sampling,103.2143523,115.7433725,1.30,3.06,0.515483167,0.737259744
Difference Sampling,98.16723333,107.201835,0.44,2.12,0.509842689,0.710608139
Difference Sampling,100.0275737,110.5076494,1.57,4.28,0.411337783,0.524689654
Difference Sampling,102.139057,116.7364692,3.02,4.35,0.493790472,0.683946592
Difference Sampling,97.73123493,106.4347156,2.33,3.85,0.446238404,0.636945467
Difference Sampling,100.9711702,109.2261718,0.83,3.31,0.646430466,0.714075966
Difference Sampling,100.2235656,109.0553294,0.08,3.22,0.801960565,0.897381503
Difference Sampling,95.5184379,105.6236427,1.57,3.84,0.749746645,0.868956541
Difference Sampling,104.5364595,116.858416,-0.44,1.49,0.403492622,0.512233609
Difference Sampling,104.2307307,116.6215113,1.61,3.65,0.52515045,0.626836435
Difference Sampling,104.1637204,114.183429,0.39,2.13,0.312478425,0.4545434
Difference Sampling,97.25444851,108.8167465,1.62,2.93,0.603813718,0.724392192
Difference Sampling,99.62721147,108.5541228,2.17,4.19,0.462270378,0.692260853
Difference Sampling,101.9417966,114.1906204,2.78,3.55,0.330310544,0.724476841
Difference Sampling,102.4546687,112.249053,0.25,1.79,0.355829187,0.644354255
Difference Sampling,98.69941102,107.6768579,-3.88,0.67,0.443485467,0.712615854
Difference Sampling,100.0751037,111.5240076,2.28,3.51,0.392120543,0.607946709
Difference Sampling,102.13512,112.0067962,1.02,2.73,0.560710555,0.631188921
Difference Sampling,99.10680916,108.4485172,1.60,4.73,0.355977799,0.560725307
Difference Sampling,98.86057974,107.6080916,3.28,4.84,0.613788209,0.784237129
Difference Sampling,100.1661876,111.4722796,1.87,4.42,0.755717486,0.87835697
Difference Sampling,100.8671788,113.0912167,0.42,3.68,0.71190475,0.787253363
Difference Sampling,107.036361,117.0042735,2.77,3.58,0.330508826,0.50694085
Difference Sampling,100.8277675,108.7006316,0.18,1.87,0.502403025,0.746249371
Difference Sampling,101.4390582,112.4798269,0.47,2.49,0.686253399,0.857287317
Difference Sampling,101.1222752,111.6987167,-0.03,1.39,0.455949855,0.793751757
Difference Sampling,100.1554338,108.6512189,0.32,2.43,0.561948862,0.695362068
Difference Sampling,99.8077723,109.8332887,-0.66,2.43,0.420739066,0.560054234
Difference Sampling,97.97908606,107.3341098,2.17,3.83,0.2511757,0.351204608
Difference Sampling,96.01084374,106.2447474,1.20,3.05,0.475928509,0.648682411
Difference Sampling,103.8243801,115.3294522,-0.51,0.93,0.672811623,0.802025394
Difference Sampling,109.9870385,119.4500794,-0.58,1.51,0.430916232,0.740133576
Difference Sampling,98.70027785,105.4401937,0.01,3.34,0.587555631,0.702825682
Difference Sampling,104.3361536,112.0603978,-0.65,1.97,0.729536891,0.806458544
Difference Sampling,109.1185281,118.3508293,2.37,4.65,0.34240108,0.541517139
Difference Sampling,101.4016673,110.3909597,4.10,5.58,0.384931276,0.450399881
Difference Sampling,103.2057305,113.2486149,-0.06,2.68,0.553591678,0.80334272
Difference Sampling,100.0998264,113.3094183,1.43,2.13,0.518338924,0.664480293
Difference Sampling,96.50829539,106.5642811,1.51,2.97,0.468652881,0.787778528
Difference Sampling,100.4603338,112.2665427,1.53,3.56,0.666073483,0.735463323
Difference Sampling,98.10694578,105.5132579,1.13,2.73,0.406034647,0.656804183
Difference Sampling,100.5867883,110.3673821,1.63,4.02,0.564923987,0.760302915
Difference Sampling,97.15734121,109.704962,-0.87,2.22,0.312816976,0.538794436
Difference Sampling,98.81518377,107.9139061,-1.91,2.74,0.329164651,0.610095203
Difference Sampling,98.71665907,108.7500055,0.10,2.20,0.623065424,0.786832501
Difference Sampling,96.74151746,109.5950055,0.15,1.47,0.815014725,0.879644744
Difference Sampling,105.4603095,116.2311302,1.95,3.27,0.402464503,0.6023277
Difference Sampling,99.63606025,105.6374342,1.59,3.25,0.663771493,0.857237079
Difference Sampling,99.02125678,112.0995395,-2.67,0.03,0.505231561,0.66375548
Difference Sampling,103.8108266,116.3055855,2.05,3.52,0.289590296,0.51052511
Difference Sampling,98.63427298,110.0840232,0.65,2.57,0.559693714,0.67780618
Difference Sampling,100.9743059,112.0454768,2.63,5.51,0.592005484,0.852333961
Difference Sampling,101.2221712,109.1250566,4.02,4.92,0.4436996,0.637021562
Difference Sampling,96.1814295,104.6320723,2.22,3.97,0.526453126,0.671751665
Difference Sampling,95.364206,104.626253,0.62,4.07,0.593753537,0.746274319
Difference Sampling,104.6864597,115.0182166,2.75,4.79,0.518360843,0.650307328
Difference Sampling,95.42042243,105.9422763,1.86,4.53,0.399454392,0.579105156
Difference Sampling,104.638922,112.4772348,4.08,5.20,0.616149793,0.724617945
Difference Sampling,98.99192973,106.6104923,3.13,5.00,0.894182196,0.972136287
Difference Sampling,100.042352,108.8523408,-0.13,3.16,0.574465977,0.738909184
Difference Sampling,93.9803576,102.4354439,2.49,4.68,0.808388302,0.907230057
Difference Sampling,95.63512015,106.2941097,0.09,0.87,0.74810315,0.871143127
Difference Sampling,98.9323301,107.2538845,1.14,2.99,0.451343364,0.702966091
Difference Sampling,98.75772417,107.1191885,-0.08,2.14,0.462230884,0.591179563
Difference Sampling,98.22615745,106.6816212,1.57,2.78,0.858268686,0.943971285
Difference Sampling,101.8956866,111.1400894,-0.77,2.72,0.483603154,0.697983129
Difference Sampling,102.4519377,112.2493979,3.16,4.81,0.468365035,0.599126845
Difference Sampling,97.3599021,105.401625,1.12,2.88,0.412642701,0.558854396
Difference Sampling,99.18829863,109.8986888,0.82,3.34,0.400885219,0.562486237
Difference Sampling,103.2114321,113.5441299,3.96,5.75,0.740689303,0.864259764
Difference Sampling,97.68410978,107.2032966,-0.99,2.07,0.456742802,0.626504961
Difference Sampling,94.49391841,102.5583042,-0.56,1.54,0.57511454,0.83185385
Difference Sampling,101.9289906,113.0159246,1.07,1.83,0.432887754,0.606119855
Difference Sampling,96.65256149,103.7999429,0.44,1.90,0.654146288,0.800233719
Difference Sampling,102.3948809,111.7056633,1.97,3.93,0.777113704,0.905244134
Difference Sampling,100.8769731,112.2135625,0.44,3.01,0.453842438,0.583358309
Difference Sampling,100.4076083,111.1540577,0.83,3.18,0.725154356,0.842521969
Difference Sampling,101.277598,112.4756964,2.93,5.16,0.830692808,0.941009007
Difference Sampling,94.66673635,103.2518608,1.74,2.87,0.431998902,0.638453196
Difference Sampling,103.2069877,111.8012984,-3.25,2.82,0.645803629,0.813377419
Difference Sampling,102.0407829,113.9070895,1.99,3.40,0.361945879,0.599481645
Difference Sampling,96.32324796,104.3361153,3.98,5.43,0.455227551,0.513719224
Difference Sampling,96.67743287,105.6015832,0.65,3.32,0.382126886,0.495612983
Difference Sampling,101.4124717,112.1957531,1.12,2.55,0.558673689,0.770603408
Difference Sampling,104.2770112,113.5887359,2.42,3.97,0.480639262,0.665056353
Difference Sampling,101.3492034,111.0987141,1.39,2.59,0.315358811,0.574489668
Difference Sampling,103.7968791,113.3981017,1.64,2.92,0.414886791,0.524731758
Difference Sampling,103.810112,113.2570994,-1.16,1.78,0.691323949,0.830959003
Difference Sampling,100.3985902,109.1037007,-1.05,1.35,0.581643436,0.756529179
Difference Sampling,95.73751892,105.3384608,1.94,3.81,0.516305956,0.687584772
Difference Sampling,96.04973805,107.5530737,3.02,4.18,0.61460711,0.872806978
Difference Sampling,101.118489,113.5310605,1.10,2.39,0.862177724,0.913578915
Difference Sampling,102.8132873,115.6731803,3.35,4.19,0.34279143,0.509114178
Difference Sampling,100.1558619,107.5441265,1.39,4.23,0.822226328,0.892593231
Difference Sampling,101.8018615,112.4501147,2.18,3.87,0.260558535,0.40254686
Difference Sampling,97.50817873,105.895947,-1.15,2.42,0.46459377,0.618889701
Difference Sampling,102.6261326,112.6307368,0.13,2.55,0.489761783,0.656286828
Difference Sampling,106.2910992,114.1821793,2.29,3.38,0.358087478,0.693731007
Difference Sampling,93.73684303,102.3184532,1.78,2.68,0.458694613,0.527117552
Difference Sampling,97.03511014,106.3761651,2.74,3.99,0.702316585,0.872767991
Difference Sampling,102.7066726,113.8285756,3.54,5.16,0.636317603,0.759635466
Difference Sampling,102.5275184,112.383841,4.81,5.63,0.498561554,0.630218967
Difference Sampling,106.0105823,114.5615966,2.16,3.99,0.85744525,0.91834371
Difference Sampling,98.60590919,109.0832235,-0.49,1.35,0.761097549,0.880454836
Difference Sampling,100.9453016,113.4963997,0.80,2.41,0.509840428,0.696628702
Difference Sampling,102.1312308,112.1754786,-0.12,2.70,0.447173151,0.575971584
Difference Sampling,102.8903623,112.0557866,0.69,3.03,0.378712723,0.550371704
Difference Sampling,100.2641025,111.8888597,0.48,2.00,0.598832432,0.715934715
Difference Sampling,102.2589128,112.8208977,-1.66,1.51,0.649120846,0.7428976
Difference Sampling,102.674576,114.3309326,0.84,2.61,0.581485844,0.766362766
Difference Sampling,105.6747139,113.2502923,1.48,2.84,0.513334392,0.702062823
Difference Sampling,98.89679625,110.9914379,2.11,3.39,0.476389161,0.636851271
Difference Sampling,103.5189324,113.5735478,3.16,5.21,0.760323798,0.80085396
Difference Sampling,103.910417,112.141926,1.96,3.30,0.797730042,0.890476351
Difference Sampling,102.8141467,111.7592392,2.43,3.57,0.430148184,0.565109975
Difference Sampling,100.2284665,109.2839036,2.12,4.40,0.861899137,0.935904707
Difference Sampling,101.5529673,110.2826582,-1.49,2.37,0.299962811,0.470780747
Difference Sampling,106.0782602,116.683292,0.57,2.22,0.516183215,0.66050262
Difference Sampling,97.92837309,108.2336474,0.23,1.67,0.578390166,0.693783779
Difference Sampling,103.1304312,114.4668607,0.46,2.25,0.483645584,0.716125472
Difference Sampling,99.90580433,112.4808064,1.55,3.55,0.484016487,0.595052828
Difference Sampling,102.343801,113.9671512,-1.84,1.91,0.641370212,0.756561076
Difference Sampling,94.78021274,104.3126547,1.06,3.03,0.805203832,0.903750487
Difference Sampling,95.65136452,105.4209698,1.91,3.88,0.541115383,0.724608058
Difference Sampling,100.8663911,109.9982355,1.75,2.69,0.527548167,0.784963227
Difference Sampling,93.48196527,102.3552329,4.28,5.03,0.51924033,0.727072754
Difference Sampling,99.1276442,107.9189299,0.20,1.55,0.412843735,0.589103288
Difference Sampling,99.27751192,107.3523231,1.04,4.25,0.568684908,0.800108659
Difference Sampling,94.42514744,105.2813988,-0.37,0.57,0.4418951,0.573817834
Difference Sampling,93.51605853,104.9757809,0.36,1.50,0.518019225,0.641298345
Difference Sampling,99.31041423,108.1859873,1.13,4.14,0.512017881,0.660484095
Difference Sampling,98.66064583,106.4931367,-0.52,1.86,0.575699346,0.688595445
Difference Sampling,101.5039988,112.0538392,-0.43,2.64,0.505562832,0.709629839
Difference Sampling,97.94677674,108.158479,0.61,3.01,0.685546412,0.827121443
Difference Sampling,101.1654776,111.4703767,2.03,3.27,0.608897971,0.797469593
Difference Sampling,100.9161243,110.5860941,1.85,3.99,0.607867241,0.669104378
Difference Sampling,97.52753787,106.6702166,0.71,2.16,0.488500479,0.774386516
Difference Sampling,103.1611599,112.7774001,0.66,3.25,0.567248126,0.705921652
Difference Sampling,106.3435533,119.7756471,1.22,3.75,0.7892858,0.881764593
Difference Sampling,97.92137021,105.1571718,1.56,3.76,0.72362627,0.850868792
Difference Sampling,97.92421448,107.9722863,0.45,2.07,0.622425693,0.803535518
Difference Sampling,100.6094197,110.7183419,0.17,2.21,0.426433309,0.556970454
Difference Sampling,98.09301655,106.1964729,1.56,3.16,0.613408218,0.710377672
Difference Sampling,98.10296718,106.6683111,-0.49,2.62,0.616553305,0.800537753
Difference Sampling,99.97603795,115.112057,-0.22,2.38,0.562767549,0.720888798
Difference Sampling,99.41275652,108.172266,2.67,4.54,0.697259963,0.80822187
Difference Sampling,102.0470623,112.5240525,0.87,2.59,0.28240097,0.440182882
Difference Sampling,104.718268,112.7040967,-0.77,2.06,0.586296286,0.812392399
Difference Sampling,101.5264711,111.853849,0.73,2.71,0.649501975,0.776766467
Difference Sampling,102.2974207,113.4322414,2.04,3.74,0.753556378,0.843690357
Difference Sampling,99.13029414,110.3045733,4.26,5.54,0.516828669,0.68474557
Difference Sampling,100.1073394,107.5985018,1.18,3.42,0.571050186,0.698314479
Difference Sampling,95.42708571,103.9613521,1.95,3.38,0.690092457,0.784854734
Difference Sampling,98.03176398,106.878545,3.40,4.91,0.711373919,0.806955661
Difference Sampling,97.38283031,106.7038156,0.08,2.65,0.662751262,0.775796486
Difference Sampling,95.24048684,102.1769378,0.50,2.35,0.390250516,0.586607375
Difference Sampling,101.000286,108.2644202,1.34,2.41,0.752049636,0.868551191
Difference Sampling,98.13757183,110.6720427,0.89,2.71,0.569495888,0.673877895
Difference Sampling,101.159755,112.1360298,1.14,2.85,0.672329109,0.788061018
Difference Sampling,100.8336361,112.323079,0.53,2.46,0.574845434,0.706507154
Difference Sampling,95.66285527,106.74445,0.14,1.98,0.503499034,0.609772883
Difference Sampling,105.8505241,115.474138,0.79,1.48,0.534204379,0.713572727
Difference Sampling,101.8488499,109.5939193,1.80,3.60,0.716737278,0.825805636
Difference Sampling,96.4310086,106.2192084,0.31,3.19,0.586418187,0.836653083
Difference Sampling,94.31310751,103.7352258,-0.91,0.66,0.65224816,0.845715451
Difference Sampling,93.60161149,101.3006421,0.30,1.62,0.728595619,0.82097348
Difference Sampling,105.5330605,117.4669566,0.82,2.35,0.512472067,0.711954639
Difference Sampling,98.91888022,108.4159207,1.49,3.13,0.574408664,0.789477636
Difference Sampling,97.05503255,108.7590494,1.67,2.51,0.28372713,0.377688697
Difference Sampling,93.76175113,102.7705608,2.01,2.80,0.44166949,0.537050588
Difference Sampling,104.1789156,114.3593493,0.65,3.03,0.643624954,0.746540177
Difference Sampling,100.8977821,109.3116454,-0.67,0.51,0.621948649,0.758956648
Difference Sampling,97.3311612,109.313629,0.09,3.60,0.385262573,0.512969221
Difference Sampling,96.3596544,104.6592895,0.81,2.65,0.543363631,0.738095623
Difference Sampling,95.10499226,105.0166407,1.39,3.01,0.515384306,0.723587347
Difference Sampling,101.9660143,113.4523543,-0.04,2.68,0.593260896,0.836807801
Difference Sampling,98.65517147,109.2928505,1.68,3.65,0.744759514,0.852090326
Difference Sampling,97.41915132,106.3866578,0.79,4.11,0.719705024,0.807891973
Difference Sampling,98.82575939,109.752814,2.46,4.34,0.573635815,0.745319159
Difference Sampling,104.5795557,120.0093582,0.26,2.71,0.806066627,0.905052627
Difference Sampling,99.36828678,111.9194972,1.29,2.97,0.412773763,0.642162688
Difference Sampling,101.6535094,116.1415879,1.51,3.74,0.596070881,0.750953398
Difference Sampling,103.9877588,115.9242408,0.52,3.01,0.47772907,0.659521896
Difference Sampling,102.9933117,112.9524748,0.33,3.11,0.696666463,0.83644102
Difference Sampling,94.75264805,104.0824482,0.81,2.60,0.576560947,0.803529198
Difference Sampling,100.3109046,109.8981825,-0.15,1.97,0.548003609,0.782129406
Difference Sampling,104.0827834,114.6070534,0.70,2.20,0.663522855,0.720756591
Difference Sampling,99.1112798,107.5639159,0.33,2.03,0.536462684,0.704349044
Difference Sampling,101.5048776,112.5091735,1.26,2.92,0.738011897,0.907545676
Difference Sampling,100.8262898,109.5904043,2.09,2.97,0.587368285,0.81497183
Difference Sampling,101.5834298,108.7883675,2.75,4.10,0.243061405,0.392145389
Difference Sampling,97.80902491,105.8410832,0.06,2.56,0.465848717,0.724710595
Difference Sampling,102.6710915,112.8714668,-0.01,2.46,0.524446091,0.689125177
Difference Sampling,100.4033669,113.0192868,0.10,1.33,0.388678081,0.700983041
Difference Sampling,96.49920615,104.5474273,2.82,4.23,0.514470632,0.710699699
Difference Sampling,99.31466648,109.9767841,0.57,2.31,0.484634871,0.681771401
Difference Sampling,94.37935081,104.3570455,0.19,1.59,0.874637467,0.931371549
Difference Sampling,96.7070607,105.8240968,-0.96,1.05,0.221519279,0.380594694
Difference Sampling,96.17117362,108.9602319,0.29,1.76,0.310967408,0.552787068
Difference Sampling,102.1552537,111.1427685,0.73,2.69,0.430002351,0.67172581
Difference Sampling,96.77269549,105.924095,0.40,2.68,0.510762156,0.611768579
Difference Sampling,100.9265771,110.4010167,1.01,4.14,0.599893803,0.863475486
Difference Sampling,103.7558689,115.3297947,1.22,3.81,0.830096037,0.920515791
Difference Sampling,100.268281,110.1885228,0.71,2.07,0.299814092,0.617487528
Difference Sampling,90.04791618,96.58336503,2.31,3.13,0.661929233,0.807321174
Difference Sampling,99.31550028,108.0937491,-0.43,1.10,0.416890414,0.618389068
Difference Sampling,96.46311671,109.2558522,-2.15,0.03,0.643863926,0.757978723
Difference Sampling,102.3784905,110.9619557,3.63,4.49,0.776140048,0.930144283
Difference Sampling,102.098912,112.4594258,3.54,5.91,0.422622337,0.666981437
Difference Sampling,97.14568185,105.7814764,1.34,4.00,0.738643855,0.787375454
